订单号,商品编码   ,商品名称              ,销售数量,应收金额 ,实收金额
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,36.78
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,5   ,209  ,200.4
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,83.6
1  ,861435 ,缬沙坦胶囊(代文)         ,4   ,167.2,158.6
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,36.78
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,5   ,209  ,200.4
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,3   ,125.4,116.8
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,3   ,125.4,116.8
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,41.8
1  ,861435 ,缬沙坦胶囊(代文)         ,0   ,0    ,0
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,    ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,41.8 ,37.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,73.57
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,83.6 ,75
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,63.01
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,63.01
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,31.5
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,35.8
1  ,861435 ,缬沙坦胶囊(代文)         ,10  ,358  ,358
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,63.01
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,10  ,358  ,350.4
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,71.6
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,20  ,716  ,716
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,63.01
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861435 ,缬沙坦胶囊(代文)         ,1   ,35.8 ,32
1  ,861435 ,缬沙坦胶囊(代文)         ,2   ,71.6 ,64
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.53
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.52
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.26
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,12.8
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,12.8
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,38.4 ,34.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,6   ,76.8 ,74.2
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,51.2 ,45.06
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,6   ,76.8 ,67.58
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,51.2 ,45.06
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,51.2 ,46
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,128  ,115
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.53
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,64   ,56.32
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,    ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.53
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,12  ,153.6,135.17
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,51.2 ,46
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.53
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.26
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.53
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,23
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,38.4 ,35.8
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,12.8 ,11.5
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,25.6 ,22.53
1  ,861455 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,64   ,60.93
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,24.64
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,21   ,19.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,6   ,42   ,40.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,6   ,42   ,37.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,24.64
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,14
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,25.2
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,25.2
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,25.2
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,30.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,14
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,30.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,25.2
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,6   ,42   ,37.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,70   ,68.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,24.64
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,33.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,70   ,63
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,14
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,13.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,4
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,4   ,28   ,26.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,-1  ,-7   ,-6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,33.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.8
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,33.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,70   ,70
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,14
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.16
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,    ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,21   ,18.9
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,10  ,70   ,68.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,5   ,35   ,31.5
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,7
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,3   ,21   ,19.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.6
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,-1  ,-7   ,-6.3
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,2   ,14   ,12.32
1  ,861456 ,酒石酸美托洛尔片(倍他乐克)    ,1   ,7    ,6.3
