color          ,director_name                   ,duration,actor_3_facebook_likes,actor_2_name                ,actor_1_facebook_likes,gross    ,genres                                                          ,actor_1_name               ,num_voted_users,actor_3_name                 ,language  ,country             ,content_rating,budget     ,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color          ,Jonathan Mostow                 ,109     ,191                   ,M.C. Gainey                 ,648                   ,150350192,Action|Sci-Fi                                                   ,Nick Stahl                 ,305340         ,Carolyn Hennesy              ,English   ,USA                 ,R             ,200000000  ,2003      ,284                   ,6.4       ,2.35        ,0
Color          ,James Gunn                      ,121     ,3000                  ,Vin Diesel                  ,14000                 ,333130696,Action|Adventure|Sci-Fi                                         ,Bradley Cooper             ,682155         ,Djimon Hounsou               ,English   ,USA                 ,PG-13         ,170000000  ,2014      ,14000                 ,8.1       ,2.35        ,96000
Color          ,Christopher Nolan               ,169     ,6000                  ,Anne Hathaway               ,11000                 ,187991439,Adventure|Drama|Sci-Fi                                          ,Matthew McConaughey        ,928227         ,Mackenzie Foy                ,English   ,USA                 ,PG-13         ,165000000  ,2014      ,11000                 ,8.6       ,2.35        ,349000
Color          ,Christopher Nolan               ,148     ,23000                 ,Tom Hardy                   ,29000                 ,292568851,Action|Adventure|Sci-Fi|Thriller                                ,Leonardo DiCaprio          ,1468200        ,Joseph Gordon-Levitt         ,English   ,USA                 ,PG-13         ,160000000  ,2010      ,27000                 ,8.8       ,2.35        ,175000
Color          ,Hideaki Anno                    ,120     ,12                    ,Shin'ya Tsukamoto           ,544                   ,         ,Action|Adventure|Drama|Horror|Sci-Fi                            ,Mark Chinnery              ,374            ,Atsuko Maeda                 ,Japanese  ,Japan               ,              ,           ,2016      ,106                   ,8.2       ,2.35        ,0
Color          ,Peter Jackson                   ,182     ,773                   ,Adam Brown                  ,5000                  ,303001229,Adventure|Fantasy                                               ,Aidan Turner               ,637246         ,James Nesbitt                ,English   ,USA                 ,PG-13         ,180000000  ,2012      ,972                   ,7.9       ,2.35        ,166000
Color          ,Rob Cohen                       ,106     ,4000                  ,Vin Diesel                  ,23000                 ,144512310,Action|Crime|Thriller                                           ,Paul Walker                ,272223         ,Jordana Brewster             ,English   ,USA                 ,PG-13         ,38000000   ,2001      ,14000                 ,6.7       ,2.35        ,14000
Color          ,David Fincher                   ,166     ,919                   ,Jason Flemyng               ,11000                 ,127490802,Drama|Fantasy|Romance                                           ,Brad Pitt                  ,459346         ,Julia Ormond                 ,English   ,USA                 ,PG-13         ,150000000  ,2008      ,1000                  ,7.8       ,2.35        ,23000
Color          ,Matthew Vaughn                  ,132     ,1000                  ,Michael Fassbender          ,34000                 ,146405371,Action|Adventure|Sci-Fi                                         ,Jennifer Lawrence          ,518537         ,Oliver Platt                 ,English   ,USA                 ,PG-13         ,160000000  ,2011      ,13000                 ,7.8       ,2.35        ,54000
Color          ,Francis Lawrence                ,137     ,14000                 ,Philip Seymour Hoffman      ,34000                 ,281666058,Adventure|Sci-Fi                                                ,Jennifer Lawrence          ,166137         ,Josh Hutcherson              ,English   ,USA                 ,PG-13         ,160000000  ,2015      ,22000                 ,6.6       ,2.35        ,38000
Color          ,Jon Turteltaub                  ,109     ,370                   ,Omar Benson Miller          ,12000                 ,63143812 ,Action|Adventure|Family|Fantasy                                 ,Nicolas Cage               ,124185         ,Robert Capron                ,English   ,USA                 ,PG            ,150000000  ,2010      ,418                   ,6.1       ,2.35        ,11000
Color          ,Wolfgang Petersen               ,98      ,702                   ,Mike Vogel                  ,87000                 ,60655503 ,Action|Adventure|Drama|Thriller                                 ,Jimmy Bennett              ,82380          ,Andre Braugher               ,English   ,USA                 ,PG-13         ,160000000  ,2006      ,2000                  ,5.6       ,2.35        ,0
Color          ,James Bobin                     ,113     ,11000                 ,Alan Rickman                ,40000                 ,76846624 ,Adventure|Family|Fantasy                                        ,Johnny Depp                ,21352          ,Anne Hathaway                ,English   ,USA                 ,PG            ,170000000  ,2016      ,25000                 ,6.4       ,1.85        ,30000
Color          ,Chris Miller                    ,93      ,692                   ,Eric Idle                   ,3000                  ,320706665,Adventure|Animation|Comedy|Family|Fantasy                       ,Justin Timberlake          ,211971         ,Rupert Everett               ,English   ,USA                 ,PG            ,160000000  ,2007      ,795                   ,6.1       ,1.85        ,0
Color          ,Duncan Jones                    ,123     ,648                   ,Callum Rennie               ,3000                  ,46978995 ,Action|Adventure|Fantasy                                        ,Dominic Cooper             ,111609         ,Ruth Negga                   ,English   ,USA                 ,PG-13         ,160000000  ,2016      ,716                   ,7.3       ,2.35        ,89000
Color          ,Alan Taylor                     ,126     ,2000                  ,Emilia Clarke               ,24000                 ,89732035 ,Action|Adventure|Sci-Fi                                         ,J.K. Simmons               ,188457         ,Matt Smith                   ,English   ,USA                 ,PG-13         ,155000000  ,2015      ,10000                 ,6.6       ,2.35        ,82000
Color          ,Michael Apted                   ,113     ,59                    ,Shane Rangi                 ,531                   ,104383624,Adventure|Family|Fantasy                                        ,Bruce Spence               ,106446         ,Laura Brent                  ,English   ,USA                 ,PG            ,155000000  ,2010      ,82                    ,6.3       ,1.78        ,11000
Black and White,Michael Bay                     ,184     ,691                   ,Jaime King                  ,3000                  ,198539855,Action|Drama|History|Romance|War                                ,Jennifer Garner            ,254111         ,Mako                         ,English   ,USA                 ,PG-13         ,140000000  ,2001      ,961                   ,6.1       ,2.35        ,0
Color          ,Michael Bay                     ,144     ,581                   ,Michael O'Neill             ,662                   ,318759914,Action|Adventure|Sci-Fi                                         ,Zack Ward                  ,513158         ,Kevin Dunn                   ,English   ,USA                 ,PG-13         ,150000000  ,2007      ,599                   ,7.1       ,2.35        ,8000
Color          ,Oliver Stone                    ,206     ,591                   ,Angelina Jolie Pitt         ,12000                 ,34293771 ,Action|Adventure|Biography|Drama|History|Romance|War            ,Anthony Hopkins            ,138863         ,Brian Blessed                ,English   ,Germany             ,R             ,155000000  ,2004      ,11000                 ,5.5       ,2.35        ,0
Color          ,David Yates                     ,138     ,687                   ,Daniel Radcliffe            ,21000                 ,292000866,Adventure|Family|Fantasy|Mystery                                ,Robert Pattinson           ,355137         ,Fiona Shaw                   ,English   ,UK                  ,PG-13         ,150000000  ,2007      ,11000                 ,7.5       ,2.35        ,0
Color          ,Mike Newell                     ,157     ,10000                 ,Daniel Radcliffe            ,21000                 ,289994397,Adventure|Family|Fantasy|Mystery                                ,Robert Pattinson           ,385670         ,Rupert Grint                 ,English   ,UK                  ,PG-13         ,150000000  ,2005      ,11000                 ,7.6       ,2.35        ,0
Color          ,Peter Berg                      ,102     ,979                   ,Charlize Theron             ,10000                 ,227946274,Action|Drama                                                    ,Will Smith                 ,343648         ,Eddie Marsan                 ,English   ,USA                 ,PG-13         ,150000000  ,2008      ,9000                  ,6.4       ,2.35        ,0
Color          ,Francis Lawrence                ,104     ,558                   ,Alice Braga                 ,10000                 ,256386216,Drama|Horror|Sci-Fi                                             ,Will Smith                 ,530870         ,Willow Smith                 ,English   ,USA                 ,PG-13         ,150000000  ,2007      ,1000                  ,7.2       ,2.35        ,11000
Color          ,Tim Burton                      ,115     ,588                   ,Christopher Lee             ,40000                 ,206456431,Adventure|Comedy|Family|Fantasy                                 ,Johnny Depp                ,320284         ,David Kelly                  ,English   ,USA                 ,PG            ,150000000  ,2005      ,16000                 ,6.7       ,1.85        ,0
